Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[319]    0.5    0.03    0.00 10436871         Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}&& std::forward<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>(std::remove_reference<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}>::type&) [319]
-----------------------------------------------
                0.01    0.02  559591/559591      Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int) [5]
[320]    0.5    0.01    0.02  559591         Math::ThreadPool::getPoolSize() const [320]
                0.02    0.00  559620/559632      std::vector<std::thread, std::allocator<std::thread> >::size() const [403]
-----------------------------------------------
                0.01    0.02 5561687/5561687     std::_Vector_base<double, std::allocator<double> >::_Vector_base() [256]
[321]    0.5    0.01    0.02 5561687         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [321]
                0.00    0.02 5565813/6129898     std::allocator<double>::allocator() [386]
                0.01    0.00 5569690/8355772     std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [474]
-----------------------------------------------
                0.01    0.02  773503/773503      std::function<double (double)>::operator()(double) const [268]
[322]    0.5    0.01    0.02  773503         std::_Function_handler<double (double), Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>::_M_invoke(std::_Any_data const&, double&&) [322]
                0.00    0.02  774374/774374      std::enable_if<is_invocable_r_v<double, Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&, double>, double>::type std::__invoke_r<double, Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&, double>(Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}&, double&&) [371]
                0.00    0.00  773652/773652      std::_Function_base::_Base_manager<Activation::Sigmoid::fn(Math::Matrix)::{lambda(double)#1}>::_M_get_pointer(std::_Any_data const&) [634]
                0.00    0.00  773539/5482947     double&& std::forward<double>(std::remove_reference<double>::type&) [563]
-----------------------------------------------
                0.00    0.03   99842/99842       FFNN::backPropagate(Math::Matrix const&, Math::Matrix const&) [4]
[323]    0.4    0.00    0.03   99842         Cost::L2Cost::funcDx(Math::Matrix, Math::Matrix) [323]
                0.00    0.02   99842/114796      Math::operator-(Math::Matrix, Math::Matrix const&) [406]
                0.00    0.01   99839/4087017     Math::Matrix::Matrix(Math::Matrix const&) [33]
                0.00    0.00   99843/5015028     Math::Matrix::~Matrix() [117]
-----------------------------------------------
                0.03    0.00 1175384/1175384     std::_Function_handler<void (), Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>::_M_invoke(std::_Any_data const&) [45]
[324]    0.4    0.03    0.00 1175384         std::_Function_base::_Base_manager<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}>::_M_get_pointer(std::_Any_data const&) [324]
                0.00    0.00 1177454/1177454     Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}* const& std::_Any_data::_M_access<Math::ThreadPool::enqueue<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}>(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1})::{lambda()#1}*>() const [612]
-----------------------------------------------
                0.00    0.01 1642275/5006930     std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::get_deleter() [419]
                0.01    0.02 3364655/5006930     std::__uniq_ptr_impl<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::swap(std::__uniq_ptr_impl<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>&) [179]
[325]    0.4    0.01    0.02 5006930         std::__uniq_ptr_impl<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>::_M_deleter() [325]
                0.01    0.01 4993293/4993293     std::tuple_element<1ul, std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter> >::type& std::get<1ul, std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>(std::tuple<std::__future_base::_Result_base*, std::__future_base::_Result_base::_Deleter>&) [363]
-----------------------------------------------
                0.01    0.02 1633713/1633713     std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [219]
[326]    0.4    0.01    0.02 1633713         std::_Sp_counted_ptr_inplace<std::packaged_task<void ()>, std::allocator<std::packaged_task<void ()> >, (__gnu_cxx::_Lock_policy)2>::_Impl::~_Impl() [326]
                0.01    0.01 1639796/1639796     std::_Sp_ebo_helper<0, std::allocator<std::packaged_task<void ()> >, true>::~_Sp_ebo_helper() [364]
-----------------------------------------------
                0.00    0.03 1695735/1695735     std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::unique_ptr(std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>&&) [329]
[327]    0.4    0.00    0.03 1695735         std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>::__uniq_ptr_data(std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>&&) [327]
                0.00    0.03 1694589/1694589     std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::__uniq_ptr_impl(std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>&&) [328]
-----------------------------------------------
                0.00    0.03 1694589/1694589     std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>::__uniq_ptr_data(std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>&&) [327]
[328]    0.4    0.00    0.03 1694589         std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::__uniq_ptr_impl(std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>&&) [328]
                0.02    0.00 1697188/1697188     std::remove_reference<std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>&>::type&& std::move<std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>&>(std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>&) [398]
                0.01    0.01 1700847/11506648     std::__uniq_ptr_impl<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::_M_ptr() [189]
                0.00    0.00 1701058/1701058     std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>::tuple(std::tuple<std::__future_base::_Result<void>*, std::__future_base::_Result_base::_Deleter>&&) [851]
-----------------------------------------------
                0.00    0.01  540144/1693355     std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#2}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>::operator()() const [128]
                0.00    0.02 1153211/1693355     std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>::operator()() const [58]
[329]    0.4    0.00    0.03 1693355         std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>::unique_ptr(std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>&&) [329]
                0.00    0.03 1695735/1695735     std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>::__uniq_ptr_data(std::__uniq_ptr_data<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter, true, true>&&) [327]
-----------------------------------------------
                0.00    0.00       7/981313      std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [725]
                0.00    0.01  421859/981313      std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [294]
                0.00    0.02  559447/981313      std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [171]
[330]    0.4    0.00    0.03  981313         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [330]
                0.00    0.02  981503/981503      std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [369]
                0.00    0.01  981052/1585582     std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [417]
-----------------------------------------------
                0.01    0.03 7143205/7143205     std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [166]
[331]    0.4    0.01    0.03 7143205         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [331]
                0.03    0.00 7147469/9297560     std::allocator<double>::~allocator() [313]
-----------------------------------------------
                0.01    0.02 1165419/1165419     std::shared_ptr<std::__future_base::_Task_state_base<void ()> > std::__create_task_state<void (), Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int> >(Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&, std::allocator<int> const&) [43]
[332]    0.4    0.01    0.02 1165419         std::shared_ptr<std::__future_base::_Task_state_base<void ()> >::shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, void>(std::shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()> >&&) [332]
                0.02    0.00 1166184/1166184     std::remove_reference<std::shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()> >&>::type&& std::move<std::shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()> >&>(std::shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()> >&) [400]
                0.00    0.00 1167567/1167567     std::__shared_ptr<std::__future_base::_Task_state_base<void ()>, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, void>(std::__shared_ptr<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, (__gnu_cxx::_Lock_policy)2>&&) [643]
-----------------------------------------------
                0.00    0.03 1157284/1157284     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int> const&>(std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>*&, std::_Sp_alloc_shared_tag<std::allocator<int> >, Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}&&, std::allocator<int> const&) [74]
[333]    0.4    0.00    0.03 1157284         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&) [333]
                0.01    0.01 1152409/1152409     std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<std::__future_base::_Task_state<Math::Matrix::threadPoolProcess(std::function<void (int, int)>, int)::{lambda()#1}, std::allocator<int>, void ()>, std::allocator<int>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long) [372]
